Comment,Toxicity,Type,target
الوضع صاير مره وين الثقل الي عندگمانا لو منگم وقفت معاه وساعدته بالبيعهاذي هي السناعه ي مراهقات  گيفني معاگ ذيبه,1,2,1
الله ياخذ باصات المقٌولز مشيت انا ووحده وطلعنا باص وجلست بجنب شباك فجأه قالت محجوز قلت اوه وقمت مستوعبين تفف علي وع الي علمني الاحترام غبيهاراهن انها كذابه وواضح انها خبره في الاشياء ذي,1,2,1
قافلة   تسير و  و  الصغيرة جدا جدا تنبح,1,2,1
تتحدث عن السعودية وتزعم انها تطبع مع الكيان الصهيونى وبنفس الوقت لو نظرت من شباك منزلك في الدوحه لرأيت الاسرائيليين يلعبون كورة في ملاعب اسيادك وبحضور اميركم النائم ف العسل  فاذهب والتقط اللقمة التي يرمونها لك على كل تغريدة تقلب فيها الحقائق,1,2,1
"كلكم سوا انت والبنات اللي صوروه كلكم وصخين وماتستحون على اساس البنات سبوكم يوم جت وانتو مساكين ماسويتو شي ، حتى انتو تفشلون",1,2,3
عيب والله اللي قاعد يصير الله يفشلكم من بنات مخفات الرجال صار يستحي الرجال كرشكم يغطي وجهه وانتم الوحده وجهها مافيه حياء الله ياخذ هالنوعيات تفشلون,1,2,3
اخيس لهجة في تاريخ اللغة العربية مع احترامي,1,2,1
الله يزوجك بواحد يضربك ليل نهار وينتف شعرك ويكون شكله مثل القرد وتجيبي منه عشر عيال,1,2,3
لاتتكلم على اسيادك ياطحلب تراك وضيع وتاريخك مايجي ربع تاريخنا ؟؟,1,2,1
نادي وضيع,1,2,1
ياليتك مأكل تبن الله يقطع ذا الوجه معاك يالليبرالي انتم كل شي ترمونه على الدين اهلهم ماعرفو يربونهم الي سووه قلة حياء ماهم متربين,1,2,1
هذي كلها بسب المجنسين والاجانب  اللي منشرين مثل الفيروس يخسون ويعقبون اخس عليهم ما فيه لا حسيب ولا رقيب على هذي الاشكال التافه,1,2,3
قسم مافي ازق واكره من مجتمع البنات عليهم اهمال فضيع والانانيه م توصف,1,2,1
فعلاً الناس اذواق اشوفه اقل من عادي  مايستاهل كل هالضجه واوفور تجمهر البنات عليه خقي يختي اذا عجبك لكن مو لهدرجه تجمهر وتصوير يع تفشلون,1,2,3
إلى صناع شركات الأسهم بالسوق السعودي الجحلطإذا فيكم ذرة رجولة أعملوا مثل مضارب الصادرات الشنب,1,2,1
وهل هذا تصوير دعائي فعلاً شر البلية ما يضحك أول مرة أشوف اتحاد كرة مسؤول و كذابين,1,2,1
مدري وين الجمال الي يشوفونه   وربي قلت حياء وهو لو رجال عرف يسنعهم لكنه خبل فرحان بالتصوير ومعطيهم مجال,1,2,3
الكائن فارغ الرأس يعتبر يحق له يخق ويتغزل باناث و ذكور العالم كله الاحياء منه و الاموات واذا شاف بنت معجبه بحد جاه انهيار  تفو ع تناقضاتكم المريضه,1,2,3
ياوضيعماباقي الا انت تنتقص من السماوي,1,2,1
الشركات تبدع وابل فان بعدهم يدافعون عن الخرده ابل,1,2,1
"هو قلّة حيا ولا انحطاط ولا مشفّح ماشافوا خير ولا قـ  بالفطره   الرجال استحى وانتم لا ، فشلتونا الله يفشلكم",1,2,3
اذا قلنا لهم  ضفادع,1,2,1
عاادي جداًلكن عقول بعض البنات مختل فكرياً وذوقياً وأخلاقيااللهم اهدي شباب وبنات المسلمينربنا لا تواخذنا بما فعله السفهاء منافي بعض الأحيان جمال الشخص يتعبه ويتعب أهلهكان الله في  عونه  حتى  يأتي آخر  يفضح حياء بعض البنات,1,2,2
"صدق ان اللي استحوا ماتوا ، الرجال مستحي اكثر من قليلات الحياء اللي يصورونه",1,2,3
للأسف هالبنات بدون كرامه ولا حيا تصوير وخقه قدام الله وخلقه تفوو على ذي الاشكال وياليته على شي زين,1,2,3
المفبركة من قبل الغرب والارهابين وعربان الخليج ليقولوا الغوطة تباد على يد الجيش,1,2,1
ثلاثه دورى تبطحى قدام الشباب تدرى لو اجمع تاريخ القادسيه الاتفاق انه افصل من تاريخك ثلاثه دورى صفر اسيا وشقال الملوك,1,2,1
ماهي غريبه عليكم ماكذب من سماكم عيال شريفه عموما صرتوا حتى باللطم مثلهم واقوى والله وبالله ان لطمكم هذا طرب مستانسين عليه وانتم تعلمون مثل الكل ان الحرمين بعيده عليكم خل ايران تلعب بدويلتكم المحتله يحسبون السعوديه دويلة قطر,1,2,1
معطينه اكبر من حجمه بكثير صحيح وسيم بس يعني من قلة الوسيمين؟ صراحة شغف البنات فيه يدل على قلة حياهم  الطبيعي الرجل ينبهر من جمال المراة وليس العكس,1,2,3
ايات النكااح بسهوله تبين لكك بششريه هالكتاابوكلهاا ورا مصالح الذككور والمفسسرمجنون بع,1,2,3
صحيح الكل يعرف ما يحدث في مصر الا الخونه والاخوان والجاهلون مثلكمصر بتتغير مصر بتنتصر تحيا مصرونصيحه اصلحي بيتك وملكيش دعوه ببيت الجيرانده اذا مكونتيش انطردي من بيتك,1,2,1
خبر حصري من الليبرالي عثمان العمير,1,2,1
انا فخوره بولايه اهلي ليه اطالب باسقاطها انتن تطالبن لان اهلكم حاشرينكم عن الدشره والصياعه ف تبون هالقرار يتم عشان تمارسون صياعتكم على راحتكم ف كلي بعر ولا يكثر ياحثاله تفوو عليك بلا تربيه,1,2,1
النساء قطعوا ايديهم عشان سيدنا يوسف فمين نحنا عشان م نخق ع رجل وسيم وليس ذكر خنزير مثلك,1,2,3
يعيبوا على الناس والعيب فيهم اذا تحررتوا من الفرس والترك والصهاينه تكلموا عن الأخلاق والعبوديه,1,2,1
"بعض البنات صدق عار وعوار ترفع الضغط مستغله النقاب وتلاحق الشباب وتحجر لهم حتى في الاصنصيرات ويجونك بعدين ان اللي تكشف هي اللي فتنه وتبي تلفت ، خير والله ان بعض المنقبات واللي عباية راس انها اخبث من الخبث تلقاها في العزايم في المولات ، مستشفيات مستغله كل الفرص",1,2,3
منظر مقرف لما تلقى شخص يدعى انه من اهل السنه وهو يمجد الحوثي الذي قتل اهل السنه باليمن,1,2,2
سخيفات وليته حلو علشان أعذركم,1,2,1
وصاخه وقلة حيا وربي  ما اقول الا الله ياخذ هالعينات من المجتمع,1,2,1
مراهقات كل أسبوع طالعات لنا بتاق الاسبوع الجاي بايع البليلا,1,2,3
الرجال مستحي والبعض ماعندهم حياء,1,2,3
يالله ي بنات أثقلو وش القرف ذا رجال عادي مثله مثل أي رجال لا تصيرون خفيفات,1,2,3
خليك في بلدك الاصلي يا مشرد بكره مالك مكان انت وامثالك في قطر وبترجع للزبالة الي طلعت منها,1,2,1
الحياء بلا شكوأشد ما أكره المائلات المميلات الجريئات الوقحاتالمبديات لزينتهنالخاضعات بأقوالهنتخرج متعطرةوتمشي متكسرة,1,2,3
كسم الفليبيين واللى منها يلا فى ايه,1,2,1
جيش ابوشحاطه علي كثر مادعس عليه الاسرائيلي يرد حنضرب بالوقت والمكان المناسب العن ابوشكلك لك  سنه يابوشحاطه ترددها ماتت اجيال وري اجيال  صحيح لما قالوا جيس ابوشحاطه درع حمايه لاسرائيل العن ابو اشكالكم  لادين ولا كرامه ولاشرف,1,2,1
كالعادة ولا جديد كلام وشعارات وخطط وطلبات ورغبات واقتراحات كلها تكفي لجعلنا من ارقى الدول ولكن عند التطبيق تكتشف ان البقر يمكنها ان تكون مؤسسات افضل مننا,1,2,1
بتعملوا ف ديك أبونا كده ليه هو إحنا كفرة ولايهود وربنا إحنا ماشيين بالعلاج,1,2,1
اخر زمن الرجال استحى وتغطى مسكين  الله يسترنا فوق الأرض وتحت الأرض ويوم العرض  مساكين الأهل اللي يتعبون على تربية بناتهم ويطلعون تافهات,1,2,3
